8859_1
,,
2866, "HPPollReader: caught exception: \n{0}", 0-Util.stackTrace(e)
2868, "Unable to start server ({0}) and will not be restarted.  Java VM unable to launch server.  Java Error ({1}), {2}", 0-serverName() 1-standardErrorString 2-Util.formatArray(Arguments
2869, "Server {0}, was intentionally stopped and will not be restarted.", 0-serverName
2870, "Server {0}, exited with an unexpected error code {1} and will not be restarted. Output:({2})", 0-serverName 1-Integer.toString(exitCode) 2-serverName 4-outputString()
2871, "Server {0}, terminatedandwillberestarted.", 0-pc.serverName()
2872, "Failed to initialize connection for socket {0} because {1}", 0-socket 1-ioe
2873, "WorkerThreads = {0} running with a minimum of 2", 0-Util.integer(numWorkerThreads)
2874, "Single user mode: host specified as {0}, but expected {1}", 0-hostparameter 1-expectedHostName
2879, "{0}", 0-pe
2880, "Expected {0} value for parameter {1} but received {2}", 0-type 1-parameter 2-object
2883, "Parsing parameter {0}={1} as Integer failed", 0-parameter 1-string
2884, "Parsing parameter {0}={1} as Double failed", 0-parameter 1-string
2885, "Parsing parameter {0}={1} as Date failed", 0-parameter 1-string
2886, "ServerThread.run() caught an exception while running {0}.\n{1}", 0-target class name 1-Util.stackTrace(t)
2887, "Tried to map a file but no Mime Type File is loaded.",
2892, "Unable to delete temporary file: {0}", 0-file.getAbsolutePath()
2893, "Adding extra reader thread.",
2894, "Removing extra reader thread.",
2895, "Server config already exists",
2896, "Server config for server ({0}) does not exist.", 0-serverName
2897, "Thread interrupted: {0}", 0-Util.stackTrace(ie)
2898, "Could not parse Java system property {0} as an integer: received {1}", 0-PropertyHTTPSProxyHost 1-port
2899, "error was: {0}={1}", 0-Integer.toString(result) 1-errormsg
2900, "Failure to load any Services for monitoring.  {0}", 0-Util.stackTrace(e)
2901, "e",
2902, "Startup failed to sucessfully complete: service {0}", 0-this.name()
2903, "Service {0} failed to start", 0-this.name()
2904, "Unhandled exception: {0}", 0-Util.stackTrace(e)
2905, "Unhandled exception: {0}", 0-Util.stackTrace(e)
2906, "The current version of the Oracle OCI is not supported by Ariba.  The recommended version is {0}.  The Oracle OCI version is found by mapping the version of file {1}.  The current version of file {2} is {3}.  The expected version is {4}.", 0-minimumVersion.versionImage() 1-SignatureFile 2-SignatureFile 3-this.versionImage() 4-minimumVersion.fileVersion().versionImage()
2907, "Although newer, the current version of the Oracle OCI is not supported by Ariba. The recommended version is {0}.  The Oracle OCI version is found by mapping the version of file {1}.  The current version of file {2} is {3}.  The expected version is {4}.", 0-minimumVersion.versionImage() 1-SignatureFile 2-SignatureFile 3-this.versionImage() 4-minimumVersion.fileVersion().versionImage()
2908, "Unhandled exception: {0}", 0-Util.stackTrace(e)
2909, "usage: CSVReaderTest filename.csv, Encoding | NoEncoding, encoding scheme",
2910, "Expected seed to be a long: {0}", 0-string
2914, "Previous log file archived as {0}", 0-lastArchivedFileName
2916, "{0}{1} (total time = {2} ms) ...", 0-prefix 1-descriptions.firstElement() 2-totalTime/1000
2917, "{0}{1} (total time = {2} us) ...", 0-prefix 1-descriptions.firstElement() 2-totalTime
2918, "{0}{1} ({2} ms)", 0-prefix 1-description 2-Long.toString(time/1000)
2919, "{0}{1} ({2} us)", 0-prefix 1-description 2-Long.toString(time)
2920, "loadHashtable for {0} failed, got {1}", 0-url 1-info
2921, "Begin {0}", 0-location
2922, "End   {0}", 0-location
2924, "Shutting down all Servers",
2925, "InterruptedIOException in HPPollAcceptLoop: {0}", 0-exception
2926, "{0}", 0-message
2927, "Server {0} failed to launch and will not be restarted.", 0-server name
2928, "Server {0} was launched.", 0-server name
2929, "Stopping server: {0}", 0-server name
2930, "Monitoring process: {0}", 0-server name
2933, "Starting server {0}({1})", 0-server name 1-node name
2934, "args[{0}] = ({1})", 0-argument number 1-command line argument
2935, "{0}({1})", 0-event 1-nodeName
2937, "Unable to find parameter {0}", 0-parameter
2938, "Server Installer - operation: {0}", 0-operationImage
2939, "Server deleted",
2940, "Server config for server ({0}) does not exist.", 0-server name
2941, "Configuration: {0}", 0-serverInstallationConfig
2942, "{0}", 0-ExecutionControlEventShutdown
2943, "Authenticating user={0}, domain={1}", 0-user 1-domain
2944, "Login was successful.",
2945, "Monitoring service: {0}", 0-service name
2946, "Stopping service {0} in preparation to start", 0-server monitor name
2947, "Waiting for service {0} to stop", 0-server monitor name
2948, "Starting service {0}", 0-server monitor name
2949, "Service {0} needs restart", 0-server monitor name
2950, "Service {0} was stopped intentionally and will not be automatically restarted", 0-server monitor name
2951, "Service {0} was stopped with an unexpected error code: {1} ", 0-server name 1-exit value
2952, "Service state for service ({0}), unexpected: {1}", 0-server name 1-ServiceControl.stateImage(state)
2953, "Service {0} now started", 0-server name
2954, "Stopping service {0}", 0-server name
2955, "The current version of the Oracle OCI, {0}, is supported by Ariba.", 0-minimum version needed
2957, "GrowingBufferedOutputStream grew to maxsize of {0}", 0-buf.length
2960, "Problem converting {0}={1} to a URL: {2}", 0-ParameterConfigURL 1-string 2-e
2961, "The Ariba Server was unable to initialize the log listener named {1} with class name {0}. Please check your config/Parameters.table or listener implementation to make sure that they are correctly configured.", 0-The fully qualified package name of the listener that was trying to be initialized. 1-The name of the subsection in the Parameters.table file
2962, "Null string table returned in Resource Service: {0}", 0-string table
2964, "test {0}%", 0-great ARIBA TESTING localization not required.
2970, "Database connection could not be established for: {0}", 0-jdbcserver
,,
3980, "proxyServerSocket : {0}", 0-Socket proxy server information
3981, "proxySocket : {0}", 0-Socket proxy information
3982, "socket to remote : {0}", 0-Remote socket information
4267, "The number of threads specified for a worker queue in the parameters table cannot be formatted to an integer. -{0}", 0-number format exception
4277, "Only one instance allowed for WorkerQueueHome",
4278, "Worker Queues not found in parameters table",
4279, "Queue not initialized for Name {0}", 0- name of queue
4317, "Chrono {0}: stop() called before start()", 0-Chrono name
4400, "Interrupt exception happened when mainServerThread is initializing. Message. -{0}", 0-exception
4634, "Trying to retrieve value of a null key from LRUHashtable: the key should not be null",
4653, "XMLUtil.getSAXParser() Factory Configuration Error {0}", 0-exception
4654, "XMLUtil.getSAXParser() Parser Configuration Exception {0}", 0-exception
4655, "XMLUtil.getSAXParser() SAX Exception {0}", 0-exception
4795, "Worker Thread has been processing the same event for a very long time: {0}", 0-ThreadDebugState
